userId,user,book_name,book_rating,book_num_pages,book_publish_date
3,Robenia,Wish You Were Here: The Official Biography of Douglas Adams,4.14,368,2005-12-27
3,Robenia,Deception Point,3.71,585,2004-5-1
3,Robenia,CliffsNotes on Euripides' Medea and Electra,4.20,69,1965-9-13
3,Robenia,Memoirs of a Geisha,4.11,497,1998-6-4
3,Robenia,Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,4.39,576,1998-9-17
3,Robenia,The Virtue of Selfishness: A New Concept of Egoism,3.51,176,1964-11-1
5,Gwenny,The Music of Chance,3.90,217,1991-12-1
5,Gwenny,The Year of Magical Thinking,3.89,227,2005-10-4
5,Gwenny,A Book of Common Prayer,3.80,272,1995-4-11
5,Gwenny,Pompeii,3.82,274,2005-11-8
5,Gwenny,Travels in the Scriptorium,3.23,145,2007-1-23
5,Gwenny,Eclogues. Georgics. Aeneid: Books 1-6,4.22,607,1999-10-1
5,Gwenny,The Confusion (The Baroque Cycle  #2),4.26,815,2005-6-14
5,Gwenny,A Wrinkle in Time: With Related Readings (A Wrinkle in Time Quintet #1),4.00,250,2002-5-1
5,Gwenny,Men Are from Mars  Women Are from Venus,3.55,368,2012-4-3
5,Gwenny,Against the Day,4.13,1085,2006-11-21
5,Gwenny,The Fifth Mountain,3.62,256,2000-4-26
5,Gwenny,The Alchemist,3.86,192,2006-5-2
5,Gwenny,Everyday Italian: 125 Simple and Delicious Recipes,3.95,256,2005-2-22
5,Gwenny,Dalit: The Black Untaouchables of India,4.20,100,1995-1-28
5,Gwenny,The Power Broker: A Novel (Christian Gillette  #3),3.75,320,2006-7-25
6,Huey,Shibumi,4.21,480,2005-5-10
6,Huey,The Ultimate Hitchhiker's Guide (Hitchhiker's Guide to the Galaxy  #1-5),4.38,815,1996-1-17
6,Huey,Phaedrus,3.92,176,2005-8-25
6,Huey,We the Living,3.91,464,1996-1-1
6,Huey,Oedipus Rex (Greek and Latin Classics),3.70,214,2006-8-1
6,Huey,Deception Point,3.71,585,2004-5-1
6,Huey,Lovely in Her Bones (Elizabeth MacPherson  #2),3.80,224,1990-5-13
6,Huey,Purpose Driven Life - For Commuters: What on Earth Am I Here For?,3.93,5,2005-3-15
6,Huey,"Unauthorized Harry Potter Book Seven News: ""Half-Blood Prince"" Analysis and Speculation",3.74,152,2005-4-26
6,Huey,City Eclogue,4.13,136,2006-1-30
6,Huey,The Lord of the Rings: Weapons and Warfare,4.53,218,2003-11-5
6,Huey,The Cobweb,3.61,448,2005-5-31
7,Jodie,Notes from a Small Island,3.91,324,1997-5-28
7,Jodie,Harry Potter and the Prisoner of Azkaban (Harry Potter  #3),4.56,435,2004-5-1
7,Jodie,The Portrait of a Lady,3.78,635,2004-1-16
7,Jodie,The Design of Everyday Things,4.17,240,2002-9-19
7,Jodie,Rails Cookbook: Recipes for Rapid Web Development with Ruby,3.48,514,2007-1-1
7,Jodie,Treasure Island,3.83,245,2005-6-1
7,Jodie,The Phantom Tollbooth: A Children's Play in Two Acts,4.13,72,2011-1-12
7,Jodie,Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,3.97,250,2006-8-1
7,Jodie,Love Letters,3.68,178,1999-7-1
7,Jodie,Deception Point,3.71,448,2005-8-1
7,Jodie,A Million Little Lies,3.41,191,2006-3-28
7,Jodie,CliffsNotes on Euripides' Medea and Electra,4.20,69,1965-9-13
7,Jodie,Gorgias/Phaedrus (Agora),4.35,233,1998-9-1
7,Jodie,Golding's Lord of the Flies (Cliffs Notes),3.95,112,2000-6-13
7,Jodie,Leviathan,3.96,275,1993-9-1
7,Jodie,Children of Heracles / Hippolytus / Andromache / Hecuba,4.26,528,1995-2-15
7,Jodie,Dalit: The Black Untaouchables of India,4.20,100,1995-1-28
7,Jodie,Agile Web Development with Rails: A Pragmatic Guide,3.84,558,2005-7-28
8,Elbert,The Lovely Bones,3.81,532,2004-4-1
8,Elbert,Fire Sea (The Death Gate Cycle  #3),4.07,414,1992-3-1
8,Elbert,Deception Point,3.71,736,2006-4-1
8,Elbert,Cyclops / Alcestis / Medea,4.23,432,1994-1-1
8,Elbert,Growing Up Untouchable in India: A Dalit Autobiography,3.65,224,2000-12-20
8,Elbert,Killing Yourself to Live: 85% of a True Story,3.81,245,2006-6-13
8,Elbert,Memoirs of a Geisha,4.11,503,2005-11-22
9,Marcel,The Air-Conditioned Nightmare,3.83,292,1970-1-17
9,Marcel,Anna Karenina,4.05,803,2003-7-1
9,Marcel,Quicksilver (The Baroque Cycle  #1),3.93,927,2004-9-21
9,Marcel,A Million Little Pieces of Feces,3.56,256,2006-2-10
9,Marcel,Hatchet Jobs: Writings on Contemporary Fiction,3.45,228,2005-11-1
9,Marcel,Running Dog,3.43,256,1989-7-17
9,Marcel,The Da Vinci Code,3.84,467,2006-3-28
9,Marcel,1776,4.22,192,1976-11-18
9,Marcel,Cliffs Notes on Shakespeare's Hamlet,3.69,129,2000-5-30
9,Marcel,The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,3.97,430,2000-1-3
9,Marcel,Pompeii,3.82,274,2005-11-8
9,Marcel,Henry Miller on Writing,4.22,217,1964-2-1
9,Marcel,The Odyssey,3.76,515,1998-11-5
9,Marcel,Heirs of General Practice,4.17,128,1986-4-1
9,Marcel,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,4.59,1728,2012-9-25
9,Marcel,Shadows and Wind: A View of Modern Vietnam,3.49,400,1999-9-1
9,Marcel,The Changeling,3.55,339,2005-4-12
9,Marcel,City of Glass (The New York Trilogy  #1),3.79,203,1987-4-7
10,Dorthea,The Burnt Orange Heresy (Vintage Crime/Black Lizard),3.89,144,1990-10-3
10,Dorthea,Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,3.95,405,2003-11-26
10,Dorthea,The War,3.85,192,1994-8-1
10,Dorthea,The Salmon of Doubt (Dirk Gently  #3),3.93,298,2005-4-26
10,Dorthea,The Untouchable,3.95,367,1998-6-30
10,Dorthea,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,3.40,211,2006-2-1
10,Dorthea,Trump: The Art of the Deal,3.66,384,2004-12-28
10,Dorthea,Underworld,3.92,827,1998-7-9
10,Dorthea,Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,4.29,450,2015-3-24
10,Dorthea,Everyday Italian: 125 Simple and Delicious Recipes,3.95,256,2005-2-22
11,Garfinkel,Travels in the Scriptorium,3.23,145,2007-1-23
11,Garfinkel,Dune Messiah (Dune Chronicles #2),3.88,331,1987-7-15
11,Garfinkel,In a Sunburned Country,4.07,335,2001-5-15
11,Garfinkel,The Death of Ivan Ilych And Other Stories,4.11,304,2003-4-1
11,Garfinkel,Changeling (Changeling  #1),3.60,256,2006-8-17
11,Garfinkel,Leviathan,3.96,275,1993-9-1
11,Garfinkel,Giving Good Weight,4.23,288,1994-4-1
11,Garfinkel,The Beloved: Reflections on the Path of the Heart,4.19,102,1998-1-1
11,Garfinkel,Leadership in Organizations,3.68,542,2005-7-7
11,Garfinkel,Ten Plays,4.17,432,1990-8-1
11,Garfinkel,Dune Messiah (Dune Chronicles #2),3.88,331,1987-7-15
11,Garfinkel,Thucydides  Book 6 Commentary,4.50,34,1989-1-30
12,Traver,Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,3.83,336,1998-1-29
12,Traver,Angels & Demons (Robert Langdon  #1),3.89,736,2006-4-1
12,Traver,Chapterhouse: Dune (Dune Chronicles #6),3.91,436,1987-7-1
13,Warden,No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson,4.27,259,2006-4-30
13,Warden,Gorgias/Phaedrus (Agora),4.35,233,1998-9-1
14,Shepperd,Anna Karenina,4.05,960,2002-11-5
14,Shepperd,Memoirs of a Geisha,4.11,434,2005-11-15
14,Shepperd,Douglas Adams's Starship Titanic,3.60,256,1998-10-27
14,Shepperd,Interface,3.68,640,2005-5-31
14,Shepperd,Ten Plays,4.17,432,1990-8-1
14,Shepperd,The Ultimate Hitchhiker's Guide (Hitchhiker's Guide to the Galaxy  #1-5),4.38,815,1996-1-17
14,Shepperd,Love Letters,3.68,178,1999-7-1
14,Shepperd,We Were Not Like Other People,4.14,216,1989-1-1
14,Shepperd,Chapterhouse: Dune (Dune Chronicles #6),3.91,436,1987-7-1
15,Wye,Rereading America: Cultural Contexts for Critical Thinking and Writing,3.77,826,2004-1-21
15,Wye,Nexus (The Rosy Crucifixion  #3),4.10,316,1994-1-13
15,Wye,Modern Latin America,3.59,528,2004-10-7
15,Wye,Slow Learner: Early Stories,3.50,193,1985-4-30
15,Wye,Gita on the Green,3.78,176,2002-5-30
15,Wye,Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman,4.29,288,2005-5-15
16,Nelie,The Clan of the Cave Bear (Earth's Children  #1),4.05,512,2002-6-25
16,Nelie,The White Album,4.17,222,1990-10-1
16,Nelie,Treasure Island,3.83,213,2004-10-1
16,Nelie,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play,4.24,381,2004-12-1
16,Nelie,The Virtue of Selfishness: A New Concept of Egoism,3.51,176,1964-11-1
16,Nelie,Rails Cookbook: Recipes for Rapid Web Development with Ruby,3.48,514,2007-1-1
16,Nelie,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,4.00,168,2003-4-1
16,Nelie,Collapse: How Societies Choose to Fail or Succeed,3.93,608,2005-12-27
16,Nelie,Libra,3.99,480,1991-5-1
16,Nelie,The Power Broker: A Novel (Christian Gillette  #3),3.75,320,2006-7-25
16,Nelie,The Complete Greek Tragedies  Volume 1: Aeschylus,4.10,358,1992-8-1
17,Rod,The Confusion (The Baroque Cycle  #2),4.26,815,2005-6-14
17,Rod,The Power of One: The Solo Play for Playwrights  Actors  and Directors,3.67,240,2000-2-7
17,Rod,Phaedrus,3.92,176,2005-8-25
17,Rod,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,3.62,368,1998-10-21
17,Rod,L'Histoire de Pi,3.91,448,2005-11-24
17,Rod,The Lord of the Rings: Complete Visual Companion,4.50,224,2004-11-15
19,Demetri,The Essential Iliad,3.86,216,2000-9-15
19,Demetri,Oedipus Rex  (The Theban Plays  #1),3.70,75,2006-6-22
19,Demetri,The Illustrated Alchemist: A Fable about Following Your Dream,3.86,198,1998-11-1
19,Demetri,1776,4.22,192,1976-11-18
19,Demetri,The Design of Everyday Things,4.17,240,2002-9-19
20,Crystie,Bowling Alone: The Collapse and Revival of American Community,3.80,544,2001-8-7
20,Crystie,The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story (Hitchhiker's Guide to the Galaxy  #1-5),4.38,815,2005-11-1
20,Crystie,The Psychology of Everyday Things,4.17,257,1988-6-13
20,Crystie,The Long Dark Tea-Time of the Soul (Dirk Gently  #2),4.06,307,1991-2-15
20,Crystie,How to Buy  Sell & Profit on eBay: Kick-Start Your Home-Based Business in Just Thirty Days,3.48,336,2005-5-3
20,Crystie,Bowling Alone: The Collapse and Revival of American Community,3.80,544,2001-8-7
20,Crystie,Vice (V  #8),3.51,419,1996-5-2
20,Crystie,Lincoln on Leadership: Executive Strategies for Tough Times,4.14,193,1993-2-1
20,Crystie,Travels in the Scriptorium,3.23,145,2007-1-23
20,Crystie,Writing,3.75,91,1999-5-6
20,Crystie,Anna Karenina,4.05,960,2002-11-5
21,Kenny,Atlas Shrugged,3.69,1168,1999-8-1
21,Kenny,The Gate of Fire (Oath Of Empire Book Two),3.58,721,2001-6-18
21,Kenny,Alcestis,3.83,142,1990-2-1
21,Kenny,To Sail Beyond the Sunset,3.87,434,1988-6-1
21,Kenny,The Diamond Age: Or  A Young Lady's Illustrated Primer,4.19,499,2000-5-2
21,Kenny,Nikola Tesla: A Spark of Genius,3.93,144,1994-10-1
21,Kenny,The Salmon of Doubt (Dirk Gently  #3),3.93,298,2005-4-26
21,Kenny,Last of the Amazons,3.76,400,2003-7-1
21,Kenny,The Last Assassin (John Rain  #5),4.27,338,2006-6-1
21,Kenny,The Heidi Chronicles: Uncommon Women and Others & Isn't It Romantic,3.84,249,1991-7-2
21,Kenny,Once Upon a Cool Motorcycle Dude,4.08,32,2005-4-1
22,Laurens,Medea,3.87,431,2002-9-16
22,Laurens,Snow Flower and the Secret Fan,4.07,269,2006-2-21
22,Laurens,The Alchemist,3.86,192,2006-5-2
22,Laurens,100 Years of Lynchings,4.61,270,1996-11-22
22,Laurens,The Iliad,3.86,588,2004-4-3
22,Laurens,The Untouchable,3.95,367,1998-6-30
22,Laurens,Literature Circle Guide: A Wrinkle in Time,3.60,32,2002-1-1
22,Laurens,Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,3.94,272,1997-12-3
22,Laurens,Always Enough: God's Miraculous Provision Among the Poorest Children on Earth,4.46,192,2003-9-1
22,Laurens,Leadership,3.72,397,2002-10-1
22,Laurens,The Iliad/The Odyssey,4.04,1556,1999-11-1
22,Laurens,Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,4.02,178,1997-11-1
22,Laurens,Moon Palace,3.94,320,1990-4-1
22,Laurens,The Power of One: One Person  One Rule  One Month,4.28,256,2004-11-1
22,Laurens,Theban Plays,3.97,304,2003-3-15
22,Laurens,Cryptonomicon,4.25,1139,2002-11-1
22,Laurens,Le Réseau Kinakuta (Cryptonomicon  #2),4.10,418,2001-3-31
23,Bernardo,Of Mice and Men,3.87,103,2002-1-8
23,Bernardo,The Iliad,3.86,462,2003-1-30
24,Kyrstin,Trojan Women / Iphigenia Among the Taurians / Ion,4.03,528,1999-12-1
24,Kyrstin,Chapterhouse: Dune (Dune Chronicles #6),3.91,436,1987-7-1
24,Kyrstin,The Leadership Challenge,4.05,458,2003-8-7
24,Kyrstin,Bakkhai,3.88,160,2001-2-22
24,Kyrstin,The Da Vinci Code (Robert Langdon  #2),3.84,489,2006-3-28
24,Kyrstin,Gorgias/Phaedrus (Agora),4.35,233,1998-9-1
24,Kyrstin,Rereading America: Cultural Contexts for Critical Thinking and Writing,3.77,826,2004-1-21
24,Kyrstin,Odalisque (The Baroque Cycle  Vol. 1  Book 3),4.20,464,2006-3-28
24,Kyrstin,Pompeii,3.82,274,2005-11-8
24,Kyrstin,I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away,3.90,304,2000-6-28
24,Kyrstin,"Natural Cures ""They"" Don't Want You to Know about",3.09,571,2004-1-1
24,Kyrstin,Tolstoy: Anna Karenina,4.19,128,1987-11-26
24,Kyrstin,The Changeling (Daughters of England  #15),3.98,369,1990-8-28
25,Jordon,Heretics of Dune (Dune Chronicles #5),3.86,471,1987-8-15
25,Jordon,The Compleat Works of Wllm Shkspr (abridged),4.44,137,1994-2-1
25,Jordon,The Afghan Campaign,3.96,354,2006-7-1
25,Jordon,Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,4.21,307,1968-11-15
27,Thorny,The Valkyries,3.31,212,1996-9-28
27,Thorny,The Heidi Chronicles,3.75,81,2002-3-1
27,Thorny,Deception Point,3.71,448,2005-8-1
27,Thorny,The Heidi Chronicles: Uncommon Women and Others & Isn't It Romantic,3.84,249,1991-7-2
27,Thorny,Changeling (Changeling  #1),3.60,256,2006-8-17
27,Thorny,Travels in the Scriptorium,3.23,145,2007-1-23
27,Thorny,Monkey Business: True Story of the Scopes Trial,3.15,368,2005-5-15
27,Thorny,Simply Beautiful Beading: 53 Quick and Easy Projects,3.78,128,2004-8-19
27,Thorny,Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto,3.73,272,2004-7-2
27,Thorny,Anna Karenina,4.05,803,2004-8-26
27,Thorny,The Crying of Lot 49,3.69,152,1999-4-1
27,Thorny,Lincoln at Gettysburg: The Words That Remade America,4.14,317,1993-6-12
28,Vern,On Bullshit,3.57,67,2005-1-30
29,Wyatan,Medea and Other Plays,4.03,206,2003-3-27
29,Wyatan,City Eclogue,4.13,136,2006-1-30
29,Wyatan,Leadership,3.72,397,2002-10-1
29,Wyatan,Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,4.08,64,2001-3-1
29,Wyatan,Men Are from Mars  Women Are from Venus,3.55,368,2012-4-3
29,Wyatan,Children of Heracles / Hippolytus / Andromache / Hecuba,4.26,528,1995-2-15
29,Wyatan,The Known World,3.83,14,2004-6-15
29,Wyatan,New Hope for the Dead (Hoke Mosely #2),3.90,244,2004-8-10
29,Wyatan,What to Expect the First Year (What to Expect),3.89,832,2003-10-16
29,Wyatan,My Inventions,4.01,88,2006-5-17
29,Wyatan,The Da Vinci Code (Robert Langdon  #2),3.84,489,2006-3-28
29,Wyatan,Always Enough: God's Miraculous Provision Among the Poorest Children on Earth,4.46,192,2003-9-1
29,Wyatan,Long Way Round: Chasing Shadows Across the World,3.94,320,2005-11-1
29,Wyatan,Democracy,3.81,234,1995-4-25
29,Wyatan,The Histories,3.99,653,1970-8-30
29,Wyatan,Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman,4.29,288,2005-5-15
29,Wyatan,Running Dog,3.43,256,1989-7-17
29,Wyatan,The Odyssey,3.76,515,1998-11-5
29,Wyatan,The Oedipus Plays of Sophocles,3.97,390,1958-9-1
30,Marchelle,The Leadership Challenge,4.05,458,2003-8-7
30,Marchelle,The War,3.85,192,1994-8-1
30,Marchelle,"Natural Cures ""They"" Don't Want You to Know about",3.09,571,2004-1-1
30,Marchelle,Crónica de una muerte anunciada,3.97,118,2003-10-14
30,Marchelle,Active Literacy Across the Curriculum: Strategies for Reading  Writing  Speaking  and Listening,3.94,138,2006-3-29
30,Marchelle,The Year of Magical Thinking,3.89,227,2005-10-4
30,Marchelle,Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),4.57,192,2006-7-18
30,Marchelle,Monkey Business,3.67,392,2004-9-24
31,Stacia,Ángeles y demonios (Robert Langdon  #1),3.89,508,2005-12-1
32,Aimee,The Zen of CSS Design: Visual Enlightenment for the Web,3.98,296,2005-2-17
32,Aimee,Traders  Guns & Money: Knowns and Unknowns in the Dazzling World of Derivatives,3.83,334,2006-5-15
32,Aimee,Gravity's Rainbow,4.01,776,2006-10-31
32,Aimee,The Portrait of a Lady,3.78,635,2004-1-16
32,Aimee,Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,4.06,304,2003-3-25
32,Aimee,Living to Tell the Tale,3.99,533,2004-10-12
32,Aimee,Slouching Towards Bethlehem,4.21,238,1990-10-1
32,Aimee,Monkey Business: True Story of the Scopes Trial,3.15,368,2005-5-15
32,Aimee,The Ravishing of Lol Stein,3.66,181,1986-3-12
32,Aimee,Ghosts (The New York Trilogy  #2),3.64,96,1987-7-7
32,Aimee,Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),3.58,256,2006-6-7
32,Aimee,The Compleat Works of Wllm Shkspr (abridged),4.44,137,1994-2-1
32,Aimee,A Million Little Lies,3.41,191,2006-3-28
32,Aimee,The Eclogues and The Georgics,3.80,180,1999-9-2
32,Aimee,Memoirs of a Geisha,4.11,497,1998-6-4
33,Dianna,Vineland,3.69,385,1997-9-1
33,Dianna,The Theban Plays (Everyman's Library  #93),3.97,223,1994-10-18
33,Dianna,History of the Peloponnesian War: Bk. 1-2,4.32,496,1919-1-1
33,Dianna,Gorgias/Phaedrus (Agora),4.35,233,1998-9-1
33,Dianna,Sexus (The Rosy Crucifixion  #1),3.98,506,1994-1-12
33,Dianna,Living to Tell the Tale,3.99,533,2004-10-12
33,Dianna,Anna Karenina,4.05,803,2003-7-1
33,Dianna,The Compleat Works of Wllm Shkspr (abridged),4.44,137,1994-2-1
33,Dianna,Harry Potter and the Half-Blood Prince (Harry Potter  #6),4.57,652,2006-9-16
33,Dianna,Rising from the Plains,4.23,208,1987-11-1
33,Dianna,Hatchet Jobs: Writings on Contemporary Fiction,3.45,228,2005-11-1
33,Dianna,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,4.59,1728,2012-9-25
33,Dianna,The Known World,3.83,388,2006-8-29
33,Dianna,The Complete Works,4.50,1248,1991-10-13
33,Dianna,Moon Palace,3.94,320,1990-4-1
33,Dianna,LOGO Lounge: 2 000 International Identities by Leading Designers,3.93,191,2004-9-1
33,Dianna,Love Letters,3.68,178,1999-7-1
34,Ree,Life of Pi,3.91,401,2004-5-3
34,Ree,The Zahir,3.57,336,2006-7-3
34,Ree,A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,4.11,397,2006-9-12
34,Ree,The Clan of the Cave Bear (Earth's Children  #1),4.05,468,1980-5-4
34,Ree,The Ravishing of Lol Stein,3.66,181,1986-3-12
34,Ree,A Book of Common Prayer,3.80,272,1995-4-11
34,Ree,Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),3.99,68,1993-2-16
34,Ree,Shibumi,4.21,480,2005-5-10
34,Ree,Anna Karenina,4.05,837,2003-1-30
34,Ree,Power of an Hour: Business and Life Mastery in One Hour a Week,3.34,205,2006-5-19
34,Ree,My Inventions,4.01,88,2006-5-17
34,Ree,Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,4.39,576,1998-9-17
34,Ree,Cosmopolis,3.22,224,2004-4-6
34,Ree,"Unauthorized Harry Potter Book Seven News: ""Half-Blood Prince"" Analysis and Speculation",3.74,152,2005-4-26
34,Ree,The Power of One: One Person  One Rule  One Month,4.28,256,2004-11-1
34,Ree,Everyday Pasta,4.09,240,2007-4-3
34,Ree,Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto,3.73,272,2004-7-2
34,Ree,Been Down So Long It Looks Like Up To Me,3.80,352,1996-8-29
34,Ree,Out to Eat London 2002 (Lonely Planet Out to Eat),0.00,295,2001-9-1
36,Florry,The Untouchables,3.89,256,1996-2-1
36,Florry,Treasure Island (Great Illustrated Classics),4.05,232,2006-1-31
36,Florry,Leadership in Organizations,3.68,542,2005-7-7
36,Florry,Deception Point,3.71,585,2004-5-1
36,Florry,City Eclogue,4.13,136,2006-1-30
36,Florry,The Crescent Obscured: The United States and the Muslim World  1776-1815,3.62,284,2000-7-15
36,Florry,Blood Stripes: The Grunt's View of the War in Iraq,3.91,340,2006-4-24
36,Florry,1776,4.22,192,1976-11-18
37,Grata,By the River Piedra I Sat Down and Wept,3.57,208,2006-5-23
37,Grata,The Power of One (The Power of One  #1),4.35,291,2005-9-13
37,Grata,Hatchet (Brian's Saga  #1),3.72,208,2000-4-1
37,Grata,The Lovely Bones,3.81,532,2004-4-1
37,Grata,The Death of Ivan Ilych And Other Stories,4.11,304,2003-4-1
37,Grata,Play It As It Lays,3.87,231,2005-11-15
37,Grata,The Phantom Tollbooth: A Children's Play in Two Acts,4.13,72,2011-1-12
37,Grata,The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,4.02,151,1996-9-24
37,Grata,Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman,4.29,288,2005-5-15
37,Grata,Hamlet,4.02,148,2001-12-1
37,Grata,Enthusiasm and Divine Madness,4.50,125,2019-2-11
37,Grata,Ruby Ann's Down Home Trailer Park Cookbook,4.12,240,2005-5-3
37,Grata,Sailing Alone Around the Room: New and Selected Poems,4.23,192,2002-9-17
37,Grata,What to Sell on ebay and Where to Get It: The Definitive Guide to Product Sourcing for eBay and Beyond,3.62,260,2006-1-24
38,Gustie,Always Enough: God's Miraculous Provision Among the Poorest Children on Earth,4.46,192,2003-9-1
38,Gustie,Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),4.57,192,2006-7-18
38,Gustie,A Short History of Nearly Everything,4.21,544,2004-9-14
38,Gustie,Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,3.95,405,2003-11-26
38,Gustie,Oresteia,4.02,224,1998-9-15
38,Gustie,Read My Lips: Sexual Subversion and the End of Gender,3.95,288,2005-6-1
38,Gustie,The Theban Plays (Everyman's Library  #93),3.97,223,1994-10-18
38,Gustie,The Changeling,4.17,228,2004-6-8
39,Marcille,The Richest Man in Babylon,4.26,194,2008-2-1
39,Marcille,Oedipus the King,3.70,144,2005-7-1
39,Marcille,Bryson's Dictionary of Troublesome Words: A Writer's Guide to Getting It Right,3.87,256,2004-9-14
